province,Item,country,confirmed,deaths,active,date,lat,lon,Población
Mexico,193,Mexico,258990,37359,221631,07/01/2021,19.5,-99.72,8490806
Morelos,194,Mexico,34406,3575,30831,07/01/2021,18.68,-99.1,2065014
Ciudad de Mexico,195,Mexico,683409,34674,648735,07/01/2021,19.43,-99.13,3836506
Colima,196,Mexico,12342,1221,11121,07/01/2021,19.12,-104.01,797245
Puebla,197,Mexico,86325,12271,74054,07/01/2021,19.04,-98.21,6664764
Nayarit,198,Mexico,12704,1873,10831,07/01/2021,21.75,-104.85,1306145
Sinaloa,199,Mexico,42398,6405,35993,07/01/2021,25.17,-107.48,3181609
Aguascalientes,200,Mexico,26770,2469,24301,07/01/2021,21.89,-102.29,1453452
Oaxaca,201,Mexico,48516,3960,44556,07/01/2021,17.07,-96.73,4165619
Campeche,202,Mexico,11689,1306,10383,07/01/2021,19.83,-90.53,1017011
Veracruz,203,Mexico,65108,10139,54969,07/01/2021,19.17,-96.13,1395545
Coahuila,204,Mexico,69604,6414,63190,07/01/2021,27.06,-101.71,9003827
Yucatan,205,Mexico,46549,4205,42344,07/01/2021,20.71,-89.09,8588469
Durango,206,Mexico,34738,2498,32240,07/01/2021,24.56,-104.66,1884622
Baja California Sur,207,Mexico,39272,1529,37743,07/01/2021,26.04,-111.67,821059
Quintana Roo,208,Mexico,32616,3015,29601,07/01/2021,19.18,-88.48,1761389
Baja California,209,Mexico,50697,8728,41969,07/01/2021,30.84,-115.28,3690160
Sonora,210,Mexico,79456,6775,72681,07/01/2021,29.3,-110.33,3111119
Michoacan,211,Mexico,49268,5977,43291,07/01/2021,19.57,-101.71,8490806
San Luis Potosi,212,Mexico,65470,5443,60027,07/01/2021,22.16,-100.99,1761389
Chiapas,213,Mexico,12302,1666,10636,07/01/2021,16.76,-93.13,5812375
Tamaulipas,214,Mexico,65269,5230,60039,07/01/2021,24.27,-98.84,3679623
Queretaro,215,Mexico,69764,4468,65296,07/01/2021,20.59,-100.39,6664764
Guerrero,216,Mexico,41862,4557,37305,07/01/2021,17.44,-99.55,3668973
Nuevo Leon,217,Mexico,127141,9738,117403,07/01/2021,25.59,-100,1306145
Zacatecas,218,Mexico,31100,2836,28264,07/01/2021,22.77,-102.58,1677911
Tlaxcala,219,Mexico,20184,2563,17621,07/01/2021,19.31,-98.24,1395545
Guanajuato,220,Mexico,132987,11114,121873,07/01/2021,21.02,-101.26,6280645
Chihuahua,221,Mexico,57752,7553,50199,07/01/2021,28.63,-106.07,3836506
Hidalgo,222,Mexico,39573,6285,33288,07/01/2021,20.09,-98.76,3121355
Tabasco,223,Mexico,76102,4276,71826,07/01/2021,17.84,-92.62,2599658
Jalisco,224,Mexico,88801,12681,76120,07/01/2021,20.66,-103.35,8490806
Sonora,225,Mexico,79692,6780,72912,07/02/2021,29.3,-110.33,3111119
Sinaloa,226,Mexico,42638,6416,36222,07/02/2021,25.17,-107.48,3181609
Morelos,227,Mexico,34444,3578,30866,07/02/2021,18.68,-99.1,2065014
Queretaro,228,Mexico,69801,4469,65332,07/02/2021,20.59,-100.39,6664764
Chiapas,229,Mexico,12320,1666,10654,07/02/2021,16.76,-93.13,5812375
Baja California Sur,230,Mexico,39658,1536,38122,07/02/2021,26.04,-111.67,821059
Zacatecas,231,Mexico,31116,2835,28281,07/02/2021,22.77,-102.58,1677911
Guerrero,232,Mexico,41925,4560,37365,07/02/2021,17.44,-99.55,3668973
Puebla,233,Mexico,86399,12290,74109,07/02/2021,19.04,-98.21,6664764
Baja California,234,Mexico,50756,8735,42021,07/02/2021,30.84,-115.28,3690160
Campeche,235,Mexico,11810,1308,10502,07/02/2021,19.83,-90.53,1017011
Quintana Roo,236,Mexico,32940,3027,29913,07/02/2021,19.18,-88.48,1761389
Veracruz,237,Mexico,65406,10172,55234,07/02/2021,19.17,-96.13,1395545
Jalisco,238,Mexico,88957,12687,76270,07/02/2021,20.66,-103.35,8490806
Yucatan,239,Mexico,46922,4217,42705,07/02/2021,20.71,-89.09,8588469
Hidalgo,240,Mexico,39617,6286,33331,07/02/2021,20.09,-98.76,3121355
Tamaulipas,241,Mexico,65543,5270,60273,07/02/2021,24.27,-98.84,3679623
Oaxaca,242,Mexico,48620,3963,44657,07/02/2021,17.07,-96.73,4165619
Nayarit,243,Mexico,12751,1873,10878,07/02/2021,21.75,-104.85,1306145
Tabasco,244,Mexico,76510,4280,72230,07/02/2021,17.84,-92.62,2599658
Mexico,245,Mexico,259451,37376,222075,07/02/2021,19.5,-99.72,8490806
Guanajuato,246,Mexico,133055,11116,121939,07/02/2021,21.02,-101.26,6280645
Nuevo Leon,247,Mexico,127361,9741,117620,07/02/2021,25.59,-100,1306145
Michoacan,248,Mexico,49304,5984,43320,07/02/2021,19.57,-101.71,8490806
Ciudad de Mexico,249,Mexico,685240,34696,650544,07/02/2021,19.43,-99.13,3836506
Coahuila,250,Mexico,69635,6419,63216,07/02/2021,27.06,-101.71,9003827
Chihuahua,251,Mexico,57805,7567,50238,07/02/2021,28.63,-106.07,3836506
Colima,252,Mexico,12355,1221,11134,07/02/2021,19.12,-104.01,797245
Durango,253,Mexico,34757,2499,32258,07/02/2021,24.56,-104.66,1884622
Tlaxcala,254,Mexico,20185,2565,17620,07/02/2021,19.31,-98.24,1395545
San Luis Potosi,255,Mexico,65518,5445,60073,07/02/2021,22.16,-100.99,1761389
Aguascalientes,256,Mexico,26778,2470,24308,07/02/2021,21.89,-102.29,1453452
Baja California Sur,257,Mexico,40031,1553,38478,07/03/2021,26.04,-111.67,821059
Queretaro,258,Mexico,69837,4469,65368,07/03/2021,20.59,-100.39,6664764
Mexico,259,Mexico,259913,37408,222505,07/03/2021,19.5,-99.72,8490806
Nuevo Leon,260,Mexico,127566,9760,117806,07/03/2021,25.59,-100,1306145
Chiapas,261,Mexico,12353,1667,10686,07/03/2021,16.76,-93.13,5812375
Zacatecas,262,Mexico,31138,2836,28302,07/03/2021,22.77,-102.58,1677911
Guerrero,263,Mexico,41977,4561,37416,07/03/2021,17.44,-99.55,3668973
Tlaxcala,264,Mexico,20193,2566,17627,07/03/2021,19.31,-98.24,1395545
Sinaloa,265,Mexico,42907,6427,36480,07/03/2021,25.17,-107.48,3181609
Jalisco,266,Mexico,89103,12707,76396,07/03/2021,20.66,-103.35,8490806
San Luis Potosi,267,Mexico,65581,5446,60135,07/03/2021,22.16,-100.99,1761389
Oaxaca,268,Mexico,48737,3967,44770,07/03/2021,17.07,-96.73,4165619
Nayarit,269,Mexico,12784,1875,10909,07/03/2021,21.75,-104.85,1306145
Guanajuato,270,Mexico,133102,11118,121984,07/03/2021,21.02,-101.26,6280645
Ciudad de Mexico,271,Mexico,686968,34708,652260,07/03/2021,19.43,-99.13,3836506
Aguascalientes,272,Mexico,26793,2470,24323,07/03/2021,21.89,-102.29,1453452
Morelos,273,Mexico,34465,3580,30885,07/03/2021,18.68,-99.1,2065014
Sonora,274,Mexico,79931,6790,73141,07/03/2021,29.3,-110.33,3111119
Campeche,275,Mexico,11898,1313,10585,07/03/2021,19.83,-90.53,1017011
Tamaulipas,276,Mexico,65848,5275,60573,07/03/2021,24.27,-98.84,3679623
Tabasco,277,Mexico,76968,4284,72684,07/03/2021,17.84,-92.62,2599658
Chihuahua,278,Mexico,57839,7569,50270,07/03/2021,28.63,-106.07,3836506
Quintana Roo,279,Mexico,33345,3036,30309,07/03/2021,19.18,-88.48,1761389
Baja California,280,Mexico,50812,8736,42076,07/03/2021,30.84,-115.28,3690160
Colima,281,Mexico,12386,1222,11164,07/03/2021,19.12,-104.01,797245
Michoacan,282,Mexico,49349,5988,43361,07/03/2021,19.57,-101.71,8490806
Yucatan,283,Mexico,47295,4228,43067,07/03/2021,20.71,-89.09,8588469
Durango,284,Mexico,34790,2499,32291,07/03/2021,24.56,-104.66,1884622
Hidalgo,285,Mexico,39650,6286,33364,07/03/2021,20.09,-98.76,3121355
Puebla,286,Mexico,86427,12297,74130,07/03/2021,19.04,-98.21,6664764
Coahuila,287,Mexico,69683,6420,63263,07/03/2021,27.06,-101.71,9003827
Veracruz,288,Mexico,65681,10187,55494,07/03/2021,19.17,-96.13,1395545
Sonora,289,Mexico,80160,6793,73367,07/04/2021,29.3,-110.33,3111119
Zacatecas,290,Mexico,31146,2836,28310,07/04/2021,22.77,-102.58,1677911
Veracruz,291,Mexico,65947,10199,55748,07/04/2021,19.17,-96.13,1395545
Tlaxcala,292,Mexico,20203,2567,17636,07/04/2021,19.31,-98.24,1395545
Campeche,293,Mexico,11988,1315,10673,07/04/2021,19.83,-90.53,1017011
Colima,294,Mexico,12420,1222,11198,07/04/2021,19.12,-104.01,797245
Tabasco,295,Mexico,77354,4291,73063,07/04/2021,17.84,-92.62,2599658
San Luis Potosi,296,Mexico,65707,5448,60259,07/04/2021,22.16,-100.99,1761389
Aguascalientes,297,Mexico,26813,2470,24343,07/04/2021,21.89,-102.29,1453452
Sinaloa,298,Mexico,43162,6433,36729,07/04/2021,25.17,-107.48,3181609
Mexico,299,Mexico,260381,37431,222950,07/04/2021,19.5,-99.72,8490806
Durango,300,Mexico,34816,2501,32315,07/04/2021,24.56,-104.66,1884622
Michoacan,301,Mexico,49380,5989,43391,07/04/2021,19.57,-101.71,8490806
Puebla,302,Mexico,86476,12312,74164,07/04/2021,19.04,-98.21,6664764
Queretaro,303,Mexico,69888,4469,65419,07/04/2021,20.59,-100.39,6664764
Chiapas,304,Mexico,12400,1678,10722,07/04/2021,16.76,-93.13,5812375
Guanajuato,305,Mexico,133139,11115,122024,07/04/2021,21.02,-101.26,6280645
Hidalgo,306,Mexico,39690,6288,33402,07/04/2021,20.09,-98.76,3121355
Chihuahua,307,Mexico,57884,7567,50317,07/04/2021,28.63,-106.07,3836506
Nayarit,308,Mexico,12835,1879,10956,07/04/2021,21.75,-104.85,1306145
Jalisco,309,Mexico,89215,12707,76508,07/04/2021,20.66,-103.35,8490806
Baja California Sur,310,Mexico,40404,1565,38839,07/04/2021,26.04,-111.67,821059
Baja California,311,Mexico,50874,8736,42138,07/04/2021,30.84,-115.28,3690160
Ciudad de Mexico,312,Mexico,688847,34735,654112,07/04/2021,19.43,-99.13,3836506
Coahuila,313,Mexico,69700,6423,63277,07/04/2021,27.06,-101.71,9003827
Nuevo Leon,314,Mexico,127758,9767,117991,07/04/2021,25.59,-100,1306145
Morelos,315,Mexico,34496,3580,30916,07/04/2021,18.68,-99.1,2065014
Tamaulipas,316,Mexico,66101,5292,60809,07/04/2021,24.27,-98.84,3679623
Oaxaca,317,Mexico,48821,3975,44846,07/04/2021,17.07,-96.73,4165619
Yucatan,318,Mexico,47607,4237,43370,07/04/2021,20.71,-89.09,8588469
Quintana Roo,319,Mexico,33593,3042,30551,07/04/2021,19.18,-88.48,1761389
Guerrero,320,Mexico,42024,4563,37461,07/04/2021,17.44,-99.55,3668973
Coahuila,321,Mexico,69742,6426,63316,07/05/2021,27.06,-101.71,9003827
Sonora,322,Mexico,80340,6801,73539,07/05/2021,29.3,-110.33,3111119
Guerrero,323,Mexico,42101,4564,37537,07/05/2021,17.44,-99.55,3668973
Tamaulipas,324,Mexico,66377,5305,61072,07/05/2021,24.27,-98.84,3679623
Tabasco,325,Mexico,77743,4296,73447,07/05/2021,17.84,-92.62,2599658
Durango,326,Mexico,34841,2501,32340,07/05/2021,24.56,-104.66,1884622
Chihuahua,327,Mexico,57924,7570,50354,07/05/2021,28.63,-106.07,3836506
Aguascalientes,328,Mexico,26817,2470,24347,07/05/2021,21.89,-102.29,1453452
Hidalgo,329,Mexico,39736,6288,33448,07/05/2021,20.09,-98.76,3121355
Chiapas,330,Mexico,12455,1679,10776,07/05/2021,16.76,-93.13,5812375
Puebla,331,Mexico,86540,12317,74223,07/05/2021,19.04,-98.21,6664764
Tlaxcala,332,Mexico,20209,2568,17641,07/05/2021,19.31,-98.24,1395545
Zacatecas,333,Mexico,31148,2836,28312,07/05/2021,22.77,-102.58,1677911
Veracruz,334,Mexico,66264,10213,56051,07/05/2021,19.17,-96.13,1395545
Guanajuato,335,Mexico,133174,11116,122058,07/05/2021,21.02,-101.26,6280645
Morelos,336,Mexico,34514,3582,30932,07/05/2021,18.68,-99.1,2065014
Mexico,337,Mexico,260922,37449,223473,07/05/2021,19.5,-99.72,8490806
Nuevo Leon,338,Mexico,127976,9768,118208,07/05/2021,25.59,-100,1306145
Yucatan,339,Mexico,47803,4246,43557,07/05/2021,20.71,-89.09,8588469
Nayarit,340,Mexico,12877,1880,10997,07/05/2021,21.75,-104.85,1306145
San Luis Potosi,341,Mexico,65789,5449,60340,07/05/2021,22.16,-100.99,1761389
Baja California,342,Mexico,50920,8739,42181,07/05/2021,30.84,-115.28,3690160
Oaxaca,343,Mexico,48917,3977,44940,07/05/2021,17.07,-96.73,4165619
Baja California Sur,344,Mexico,40754,1574,39180,07/05/2021,26.04,-111.67,821059
Colima,345,Mexico,12445,1222,11223,07/05/2021,19.12,-104.01,797245
Quintana Roo,346,Mexico,33858,3049,30809,07/05/2021,19.18,-88.48,1761389
Michoacan,347,Mexico,49420,5995,43425,07/05/2021,19.57,-101.71,8490806
Queretaro,348,Mexico,69949,4471,65478,07/05/2021,20.59,-100.39,6664764
Ciudad de Mexico,349,Mexico,690995,34755,656240,07/05/2021,19.43,-99.13,3836506
Sinaloa,350,Mexico,43464,6444,37020,07/05/2021,25.17,-107.48,3181609
Jalisco,351,Mexico,89353,12712,76641,07/05/2021,20.66,-103.35,8490806
Campeche,352,Mexico,12090,1318,10772,07/05/2021,19.83,-90.53,1017011
Mexico,353,Mexico,261133,37453,223680,07/06/2021,19.5,-99.72,8490806
Chiapas,354,Mexico,12492,1680,10812,07/06/2021,16.76,-93.13,5812375
Puebla,355,Mexico,86563,12317,74246,07/06/2021,19.04,-98.21,6664764
Tabasco,356,Mexico,78021,4298,73723,07/06/2021,17.84,-92.62,2599658
